Year,Month,Amount,Term,Bank,State,City,Zip,CreateJob,NoEmp,RealEstate,RevLineCr,UrbanRural,Default
2007,April,153897,55,JPMORGAN CHASE BANK NATL ASSOC,CA,RANCHO CUCAMONGA,91701,2,3,No,Y,Undefined,1
2007,April,128478,61,CAPITAL ONE NATL ASSOC,CA,CARSON,90745,0,0,No,Y,Urban,1
2007,August,320500,168,CALIFORNIA BANK & TRUST,CA,GILROY,95020,2,2,No,N,Urban,0
2007,August,103059,67,CAPITAL ONE NATL ASSOC,CA,PACOIMA,91331,0,7,No,Y,Urban,1
2007,July,20000,0,"CITIBANK, N.A.",CA,LONG BEACH,90802,0,3,No,N,Urban,1
2007,June,50000,78,BANK OF AMERICA NATL ASSOC,CA,DEL MAR,92014,0,3,No,Y,Urban,1
2007,September,50000,84,"CITIBANK, N.A.",CA,LOS ANGELES,90066,2,2,No,Y,Urban,0
2007,May,49773,64,MUFG UNION BANK NATL ASSOC,CA,SAN DIEGO,92129,0,2,No,Y,Urban,1
2007,April,49753,72,BANC OF CALIFORNIA NATL ASSOC,CA,ORANGE,92866,0,2,No,N,Urban,1
2007,December,88911,57,U.S. BANK NATIONAL ASSOCIATION,CA,LA JOLLA,92037,1,2,No,Y,Urban,1
2007,March,69000,72,"CITIBANK, N.A.",CA,CARLSBAD,92008,0,1,No,Y,Urban,1
2007,July,36317,84,JPMORGAN CHASE BANK NATL ASSOC,CA,CITY OF INDUSTRY (INDUSTRY),91746,0,1,No,Y,Undefined,0
2007,March,35000,62,BBCN BANK,CA,LOS ANGELES,90010,0,0,No,N,Urban,1
2007,July,60963,35,JPMORGAN CHASE BANK NATL ASSOC,CA,DOWNEY,90240,4,4,No,Y,Undefined,1
2007,January,78191,31,U.S. BANK NATIONAL ASSOCIATION,CA,VISTA,92084,0,3,No,Y,Urban,1
2007,February,529000,240,CDC SMALL BUS. FINAN CORP,CA,CHULA VISTA,91910,8,25,Yes,N,Urban,0
2007,August,69197,68,"CITIBANK, N.A.",CA,SAN DIEGO,92122,0,5,No,Y,Urban,1
2007,August,70000,72,CAPITAL ONE BK (USA) NATL ASSO,CA,SAN DIEGO,92117,0,1,No,Y,Urban,1
2007,November,67011,84,U.S. BANK NATIONAL ASSOCIATION,CA,FREMONT,94538,0,1,No,Y,Urban,0
2007,July,700000,92,WELLS FARGO BANK NATL ASSOC,CA,ACAMPO,95220,0,12,No,N,Urban,1
2007,August,110010,84,U.S. BANK NATIONAL ASSOCIATION,CA,SAN DIEGO,92129,0,2,No,Y,Urban,0
2007,March,40739,62,U.S. BANK NATIONAL ASSOCIATION,CA,SAN DIEGO,92121,0,3,No,Y,Urban,1
2007,September,98333,44,"CITIBANK, N.A.",CA,RICHMOND,94804,0,4,No,N,Urban,1
2007,March,24666,61,BANK OF AMERICA NATL ASSOC,CA,SIMI VALLEY,93063,0,6,No,Y,Urban,1
2007,September,41471,84,MUFG UNION BANK NATL ASSOC,CA,SONORA,95370,0,3,No,N,Urban,0
2007,November,61401,84,U.S. BANK NATIONAL ASSOCIATION,CA,CHICO,95926,0,1,No,Y,Urban,0
2007,May,720000,240,CDC SMALL BUS. FINAN CORP,CA,ORANGE,92868,5,17,Yes,N,Urban,0
2007,August,40000,78,UMPQUA BANK,CA,El Cajon,92021,0,1,No,N,Urban,1
2007,February,2000000,73,BBCN BANK,CA,Fairfield,94533,0,10,No,N,Urban,1
2007,May,200000,80,MUFG UNION BANK NATL ASSOC,CA,CORTE MADERA,94925,0,2,No,N,Urban,0
2007,April,65722,35,JPMORGAN CHASE BANK NATL ASSOC,CA,LONG BEACH,90807,0,1,No,Y,Undefined,1
2007,September,18238,84,"CITIBANK, N.A.",CA,SAN DIEGO,92130,2,2,No,Y,Urban,0
2007,January,100000,66,BANK OF AMERICA NATL ASSOC,CA,RANCHO CUCAMONGA,91730,8,8,No,N,Urban,1
2007,December,115000,84,"CITIBANK, N.A.",CA,CITY OF INDUSTRY (INDUSTRY),91748,1,2,No,Y,Urban,0
2007,August,100000,85,FIRST NATL BK OF NORTHERN CALI,CA,SOUTH SAN FRANCISCO,94080,2,11,No,N,Urban,0
2007,March,7500,57,BANK OF AMERICA NATL ASSOC,CA,SALINAS,93905,0,1,No,Y,Urban,1
2007,October,7500,84,BANK OF AMERICA NATL ASSOC,CA,SALINAS,93905,0,1,No,Y,Urban,1
2007,August,195000,59,BANK OF AMERICA NATL ASSOC,CA,GRANADA HILLS,91344,0,4,No,N,Urban,1
2007,October,48350,84,"CITIBANK, N.A.",CA,HAYWARD,94544,0,1,No,Y,Urban,0
2007,June,72175,55,JPMORGAN CHASE BANK NATL ASSOC,CA,SAN DIEGO,92126,3,10,No,Y,Undefined,1
2007,April,1944300,276,AURORA BANK FSB,CA,RANCHO CUCAMONGA,91730,0,3,Yes,N,Urban,1
2007,April,450000,120,CITY NATIONAL BANK,CA,UPLAND,91784,0,3,No,N,Urban,0
2007,March,69500,54,"CITIBANK, N.A.",CA,SAN DIEGO,92111,0,1,No,Y,Urban,1
1999,November,216000,120,"WACHOVIA SBA LENDING, INC.",CA,CAPITOLA,95010,0,7,No,N,Rural,0
2007,March,52500,51,BANK OF AMERICA NATL ASSOC,CA,LOS ANGELES,90045,0,5,No,Y,Urban,1
2007,May,42925,57,"CITIBANK, N.A.",CA,SAN JOSE,95113,0,1,No,Y,Urban,1
2007,August,148000,120,COMERICA BANK,CA,San Diego,92101,0,2,No,N,Urban,0
2007,November,98180,46,JPMORGAN CHASE BANK NATL ASSOC,CA,SAN LUIS OBISPO,93401,1,1,No,Y,Undefined,1
2008,February,10000,45,BBCN BANK,CA,LOS ANGELES,90010,0,0,No,N,Urban,1
2008,March,70000,84,U.S. BANK NATIONAL ASSOCIATION,CA,WOODLAND HILLS,91364,0,2,No,Y,Urban,0
2008,July,14805,37,BANK OF AMERICA NATL ASSOC,CA,PALMDALE,93551,0,1,No,Y,Urban,1
1999,January,108000,300,U.S. BANK NATIONAL ASSOCIATION,CA,SAN MARCOS,92069,0,2,Yes,N,Rural,0
2008,October,15000,63,BBCN BANK,CA,CULVER CITY,90230,1,3,No,N,Urban,1
2007,December,1093000,240,MORTGAGE CAP. DEVEL CORP,CA,SUNNYVALE,94087,2,3,Yes,N,Urban,0
2007,July,125155,84,JPMORGAN CHASE BANK NATL ASSOC,CA,OAKLAND,94602,4,6,No,Y,Undefined,0
2008,June,124060,58,U.S. BANK NATIONAL ASSOCIATION,CA,CAMPBELL,95008,0,5,No,Y,Urban,1
2008,May,35000,67,CAPITAL ONE NATL ASSOC,CA,OXNARD,93030,0,2,No,N,Urban,1
1999,April,414000,240,CEN CAL BUSINESS FINANCE GROUP,CA,FRESNO,93706,5,15,Yes,N,Rural,0
2008,October,68791,53,CAPITAL ONE BK (USA) NATL ASSO,CA,CITY OF INDUSTRY,91744,1,2,No,Y,Urban,1
2007,May,14662,42,BANCO POPULAR NORTH AMERICA,CA,LOS ANGELES,90006,0,8,No,Y,Urban,1
2007,February,61427,68,JPMORGAN CHASE BANK NATL ASSOC,CA,CHULA VISTA,91910,0,1,No,Y,Urban,1
2007,August,277000,85,WESTAMERICA BANK,CA,MERCED,95340,1,1,No,N,Urban,0
2008,December,50000,99,UMPQUA BANK,CA,LA VERNE,91750,1,1,No,N,Urban,1
2007,December,90000,0,BANCO POPULAR NORTH AMERICA,CA,LOS ANGELES,90006,0,8,No,Y,Urban,1
2007,March,56829,66,JPMORGAN CHASE BANK NATL ASSOC,CA,LAKELAND VILLAGE,92530,1,1,No,Y,Urban,1
2008,December,25000,88,UMPQUA BANK,CA,San Bernardino,92405,1,5,No,N,Urban,1
2007,August,25000,84,MUFG UNION BANK NATL ASSOC,CA,GRANADA HILLS,91344,0,3,No,Y,Urban,0
2008,October,12350,84,BANK OF AMERICA NATL ASSOC,CA,WALNUT,91789,0,6,No,Y,Urban,0
2007,November,50000,36,FIRST-CITIZENS BK & TR CO,CA,RANCHO CUCAMONGA,91730,0,17,No,N,Urban,0
2007,May,373100,283,AURORA BANK FSB,CA,CHULA VISTA,91913,0,1,Yes,N,Urban,1
2007,July,585000,240,CDC SMALL BUS. FINAN CORP,CA,RAMONA,92065,18,42,Yes,N,Undefined,0
2008,December,20000,84,WELLS FARGO BANK NATL ASSOC,CA,PASADENA,91101,1,1,No,N,Urban,0
2007,September,1025000,240,CALIFORNIA STATEWIDE CERT. DEV,CA,LANCASTER,93534,8,113,Yes,N,Urban,0
2007,November,89026,84,JPMORGAN CHASE BANK NATL ASSOC,CA,OAKLAND,94610,0,32,No,Y,Urban,0
2008,December,111425,37,U.S. BANK NATIONAL ASSOCIATION,CA,BUENA PARK,90620,0,1,No,Y,Urban,1
2007,March,46543,84,"CITIBANK, N.A.",CA,LOS ANGELES,90048,0,3,No,Y,Urban,0
2007,December,109948,58,"CITIBANK, N.A.",CA,LOS ANGELES,90048,4,2,No,Y,Urban,1
2008,March,88851,64,CAPITAL ONE NATL ASSOC,CA,CARSON,90745,0,2,No,Y,Urban,1
2007,April,92803,9,BANCO POPULAR NORTH AMERICA,CA,AGUANGA,92592,2,2,No,Y,Urban,1
2008,July,24972,67,WELLS FARGO BANK NATL ASSOC,CA,WINNETKA,91306,0,8,No,Y,Urban,1
2007,October,146462,30,MECHANICS BANK,CA,ANTIOCH,94509,6,6,No,Y,Urban,1
2007,March,105000,34,"CITIBANK, N.A.",CA,LOS ANGELES,90048,2,1,No,Y,Urban,1
2007,April,27000,84,"CITIBANK, N.A.",CA,LOS ANGELES,90004,0,1,No,Y,Urban,0
1999,July,10000,84,BANK OF AMERICA CALIFORNIA N.A,CA,LOS ANGELES,90045,2,3,No,N,Rural,0
2007,December,45061,84,JPMORGAN CHASE BANK NATL ASSOC,CA,HAYWARD,94541,0,5,No,Y,Urban,0
2008,August,121210,54,CAPITAL ONE BK (USA) NATL ASSO,CA,SAN DIMAS,91773,0,17,No,Y,Urban,1
2008,November,6861,57,BANCO POPULAR NORTH AMERICA,CA,MONTCLAIR,91763,0,2,No,Y,Urban,1
2008,November,19260,64,WELLS FARGO BANK NATL ASSOC,CA,ANAHEIM,92807,0,1,No,Y,Urban,1
2007,November,156000,34,BBCN BANK,CA,GRANADA HILLS,91344,2,2,No,N,Urban,1
2008,August,17000,36,BANK OF AMERICA NATL ASSOC,CA,LONG BEACH,90803,0,1,No,Y,Urban,1
2008,October,132578,60,CAPITAL ONE NATL ASSOC,CA,DESERT HOT SPRINGS,92240,0,1,No,Y,Urban,1
2008,September,12500,109,"SUPERIOR FINANCIAL GROUP, LLC",CA,SAN JOSE,95112,4,3,No,N,Urban,0
2008,November,15000,84,WELLS FARGO BANK NATL ASSOC,CA,SAN JOSE,95123,0,1,No,Y,Urban,0
2007,February,22215,56,MUFG UNION BANK NATL ASSOC,CA,SAN DIEGO,92126,0,6,No,Y,Urban,1
2008,May,47000,64,BANK OF AMERICA NATL ASSOC,CA,LOS ANGELES,90001,0,4,No,N,Urban,1
1999,November,50000,108,WILSHIRE BANK,CA,BELL,90201,1,1,No,N,Rural,0
2007,June,542200,259,WELLS FARGO BANK NATL ASSOC,CA,PALMDALE,93551,6,22,Yes,N,Urban,1
2007,April,425000,240,MORTGAGE CAP. DEVEL CORP,CA,POMONA,91768,2,4,Yes,N,Urban,0
2008,November,150000,84,COMMUNITY BANK,CA,Burbank,91504,0,5,No,Y,Urban,0
2008,March,50000,65,CAPITAL ONE NATL ASSOC,CA,DISCOVERY BAY,94505,0,1,No,N,Urban,1
2008,February,52500,55,BANK OF AMERICA NATL ASSOC,CA,PLEASANTON,94566,0,4,No,Y,Urban,1
1999,May,394000,240,BAY AREA EMPLOYMENT DEVEL CO,CA,OAKLAND,94618,10,6,Yes,N,Rural,0
2008,January,195266,59,U.S. BANK NATIONAL ASSOCIATION,CA,MILLBRAE,94030,0,12,No,Y,Urban,1
2008,February,55619,62,MUFG UNION BANK NATL ASSOC,CA,Chatsworth,91311,0,1,No,Y,Urban,1
2008,September,79800,3,BANCO POPULAR NORTH AMERICA,CA,WESTMINSTER,92683,0,8,No,Y,Urban,1
2008,May,10121,84,BANCO POPULAR NORTH AMERICA,CA,WESTMINSTER,92683,0,8,No,Y,Urban,0
1999,July,300000,120,CITIZENS BUSINESS BANK,CA,NORTH HOLLYWOOD,91605,0,12,No,N,Rural,0
2007,March,90325,60,JPMORGAN CHASE BANK NATL ASSOC,CA,SAN DIEGO,92139,7,8,No,Y,Urban,1
2007,April,30771,52,MUFG UNION BANK NATL ASSOC,CA,VISALIA,93291,0,2,No,Y,Urban,1
1999,August,245000,240,"CAPITAL ACCESS GROUP, INC.",CA,LIVERMORE,94550,8,3,Yes,N,Rural,0
2007,March,20000,60,"CITIBANK, N.A.",CA,SAN DIEGO,92115,0,3,No,N,Urban,0
2008,February,68500,69,SOUTHLAND CREDIT UNION,CA,LAKE FOREST,92630,0,1,No,Y,Undefined,1
2007,November,866900,120,MUTUAL OF OMAHA BANK,CA,COLTON,92324,0,24,No,N,Urban,0
2008,July,25000,59,BBCN BANK,CA,LOS ANGELES,90018,0,1,No,N,Urban,1
2008,February,10000,84,U.S. BANK NATIONAL ASSOCIATION,CA,SAN DIEGO,92103,1,1,No,Y,Urban,0
2008,June,50000,84,U.S. BANK NATIONAL ASSOCIATION,CA,SAN JOSE,95112,0,2,No,Y,Urban,0
1999,February,315000,300,U.S. BANK NATIONAL ASSOCIATION,CA,LA PUENTE,91744,0,10,Yes,N,Rural,0
2007,April,66881,54,"CITIBANK, N.A.",CA,LAGUNA BEACH,92653,12,12,No,Y,Urban,1
2008,July,37260,16,WELLS FARGO BANK NATL ASSOC,CA,PASADENA,91107,0,2,No,Y,Urban,1
2007,August,65944,51,"CITIBANK, N.A.",CA,LA MESA,91941,0,1,No,Y,Urban,1
2008,April,30600,72,U.S. BANK NATIONAL ASSOCIATION,CA,ANTIOCH,94509,0,2,No,Y,Urban,1
2007,August,291000,240,MORTGAGE CAP. DEVEL CORP,CA,ALAMEDA,94502,4,1,Yes,N,Urban,0
2007,January,25000,36,"CITIBANK, N.A.",CA,SANTA ANA,92705,0,1,No,N,Urban,0
2008,November,44665,66,WELLS FARGO BANK NATL ASSOC,CA,LIVERMORE,94551,0,1,No,Y,Urban,1
2008,December,25000,110,UMPQUA BANK,CA,Berkeley,94703,0,1,No,N,Urban,1
2007,July,25000,36,MUFG UNION BANK NATL ASSOC,CA,ANAHEIM,92804,0,3,No,N,Urban,0
2007,July,90496,73,JPMORGAN CHASE BANK NATL ASSOC,CA,APPLE VALLEY,92307,100,3,No,Y,Urban,1
2008,December,101259,69,CAPITAL ONE BK (USA) NATL ASSO,CA,LOS ANGELES,90043,2,3,No,Y,Urban,1
2008,April,15000,39,BBCN BANK,CA,LOS ANGELES,90008,1,1,No,N,Urban,1
2007,August,29509,68,MUFG UNION BANK NATL ASSOC,CA,MANTECA,95337,0,3,No,Y,Undefined,0
2008,November,30665,84,BANK OF AMERICA NATL ASSOC,CA,VACAVILLE,95688,1,3,No,Y,Urban,0
2008,June,113622,58,U.S. BANK NATIONAL ASSOCIATION,CA,PLACENTIA,92870,0,3,No,Y,Urban,1
1999,May,158500,300,PACIFIC WESTERN BANK,CA,SAN MARCOS,92069,0,8,Yes,N,Rural,0
2007,January,24939,84,MUFG UNION BANK NATL ASSOC,CA,COSTA MESA,92626,0,35,No,Y,Urban,0
2007,May,22500,84,"CITIBANK, N.A.",CA,WEST HOLLYWOOD,90069,0,3,No,Y,Urban,0
2008,May,20100,84,U.S. BANK NATIONAL ASSOCIATION,CA,SAN MARCOS,92078,0,3,No,Y,Urban,0
2007,November,67455,43,"CITIBANK, N.A.",CA,CAMARILLO,93012,2,3,No,Y,Urban,1
2007,February,281000,240,CDC SMALL BUS. FINAN CORP,CA,ANAHEIM,92801,1,3,Yes,N,Urban,0
2008,May,28163,28,U.S. BANK NATIONAL ASSOCIATION,CA,SACRAMENTO,95820,2,6,No,Y,Urban,0
2007,January,268000,240,"CAPITAL ACCESS GROUP, INC.",CA,ANTIOCH,94531,4,2,Yes,N,Urban,0
2007,August,25000,60,"CITIBANK, N.A.",CA,CAPISTRANO BEACH,92624,0,2,No,N,Urban,0
2008,February,66955,57,WELLS FARGO BANK NATL ASSOC,CA,BRENTWOOD,94513,0,2,No,Y,Urban,1
1999,January,252200,300,MUFG UNION BANK NATL ASSOC,CA,SIMI VALLEY (SIMI),93065,4,74,Yes,N,Rural,0
1999,August,100000,120,MUFG UNION BANK NATL ASSOC,CA,SIMI VALLEY (SIMI),93065,4,74,No,N,Rural,0
1999,October,510800,300,CITIZENS BUSINESS BANK,CA,LAGUNA HILLS (LEISURE WORLD),92653,0,67,Yes,N,Rural,0
2007,July,116990,68,"CITIBANK, N.A.",CA,CHULA VISTA,91910,2,4,No,Y,Urban,1
2008,March,35000,65,BBCN BANK,CA,SAN DIMAS,91773,0,1,No,N,Urban,1
2008,January,25000,47,BBCN BANK,CA,OAKLAND,94619,2,1,No,N,Urban,1
2008,November,5000,84,"SUPERIOR FINANCIAL GROUP, LLC",CA,SAN JOSE,95159,1,1,No,N,Urban,1
2007,October,1799000,240,SBA - EDF ENFORCEMENT ACTION,CA,WOODLAND HILLS,91364,5,10,Yes,N,Urban,0
2008,December,46000,84,U.S. BANK NATIONAL ASSOCIATION,CA,CARMICHAEL,95608,2,7,No,Y,Urban,0
2008,January,129020,53,CAPITAL ONE BK (USA) NATL ASSO,CA,RANCHO CUCAMONGA,91730,0,22,No,Y,Urban,1
2007,December,30000,48,MUFG UNION BANK NATL ASSOC,CA,SPRING VALLEY,91978,0,1,No,N,Urban,0
2008,January,29914,29,BANK OF AMERICA NATL ASSOC,CA,VENTURA,93003,0,1,No,Y,Urban,1
2008,July,25000,70,BBCN BANK,CA,CORONA,92879,0,0,No,N,Urban,1
2008,June,128984,57,CAPITAL ONE BK (USA) NATL ASSO,CA,SAN DIEGO,92126,0,12,No,Y,Urban,1
2007,April,24190,51,MUFG UNION BANK NATL ASSOC,CA,FALLBROOK,92028,0,2,No,Y,Urban,1
2007,January,79860,75,"CITIBANK, N.A.",CA,BREA,92821,1,6,No,Y,Urban,1
2007,December,50000,49,"CITIBANK, N.A.",CA,BREA,92821,1,6,No,Y,Urban,1
2007,January,1048000,300,"READYCAP LENDING, LLC",CA,STANTON,90680,12,12,Yes,N,Urban,0
2008,October,121526,39,BANK OF AMERICA NATL ASSOC,CA,REDWOOD SHORES,94065,0,6,No,Y,Urban,1
2008,January,5600,84,WELLS FARGO BANK NATL ASSOC,CA,LA CANADA FLINTRIDGE,91011,1,2,No,Y,Urban,0
2008,November,30000,84,JPMORGAN CHASE BANK NATL ASSOC,CA,LOS ANGELES,90024,0,4,No,Y,Urban,0
2008,June,36034,60,CALIFORNIA BANK & TRUST,CA,SAN FRANCISCO,94124,0,2,No,Y,Urban,0
1999,August,307000,120,COMMUNITY W. BANK NATL ASSOC,CA,SANTA ROSA,95405,0,16,No,N,Rural,0
2008,March,54312,54,BANK OF AMERICA NATL ASSOC,CA,RED BLUFF,96080,0,2,No,N,Urban,1
2007,December,158144,84,BANC OF CALIFORNIA NATL ASSOC,CA,HERMOSA BEACH,90254,1,4,No,Y,Urban,0
2008,April,114584,44,CAPITAL ONE NATL ASSOC,CA,TULARE,93274,0,5,No,Y,Urban,1
1999,October,452000,240,CDC SMALL BUS. FINAN CORP,CA,VISTA,92084,4,16,Yes,N,Rural,0
2007,March,30000,84,JPMORGAN CHASE BANK NATL ASSOC,CA,SUNLAND,91040,4,1,No,Y,Urban,0
2008,January,35000,27,BANK OF AMERICA NATL ASSOC,CA,SAN DIEGO,92128,0,4,No,Y,Urban,1
1999,January,750000,15,BANK OF AMERICA CALIFORNIA N.A,CA,LOS ANGELES,90025,3,17,No,N,Rural,1
1999,June,501000,240,MORTGAGE CAP. DEVEL CORP,CA,SAN LEANDRO,94545,0,15,Yes,N,Rural,0
2007,December,52776,72,JPMORGAN CHASE BANK NATL ASSOC,CA,MURRIETA,92563,0,2,No,Y,Urban,1
2007,December,1596200,264,AMERICAS UNITED BANK,CA,HUNTINGTON PARK,90255,5,25,Yes,N,Urban,0
1999,November,75000,120,NATIONAL BANK OF CALIFORNIA,CA,LOS ANGELES,90048,0,12,No,N,Rural,0
2007,April,25000,48,"CITIBANK, N.A.",CA,CHULA VISTA,91910,0,15,No,N,Urban,1
2007,September,40000,84,"CITIBANK, N.A.",CA,ORANGE,92868,5,3,No,Y,Urban,0
2008,December,50000,72,CAPITAL ONE NATL ASSOC,CA,SACRAMENTO,95825,0,1,No,N,Urban,1
2008,July,20000,84,BANK OF AMERICA NATL ASSOC,CA,LOS ANGELES,90041,0,8,No,N,Urban,0
2007,August,42478,50,JPMORGAN CHASE BANK NATL ASSOC,CA,LOS ANGELES,90004,0,5,No,Y,Urban,1
2007,January,268000,240,SOUTHLAND ECONOMIC DEVEL CORP,CA,ALISO VIEJO,92656,5,4,Yes,N,Urban,0
2007,October,50000,84,"CITIBANK, N.A.",CA,CARLSBAD,92009,0,1,No,Y,Urban,0
2008,November,23262,56,WELLS FARGO BANK NATL ASSOC,CA,HUNTINGTON BEACH,92647,0,1,No,Y,Urban,1
2007,September,40876,54,JPMORGAN CHASE BANK NATL ASSOC,CA,RIVERSIDE,92508,3,1,No,Y,Urban,1
2008,July,125537,63,CAPITAL ONE NATL ASSOC,CA,SHERMAN OAKS,91423,0,2,No,Y,Urban,1
2007,March,60407,51,JPMORGAN CHASE BANK NATL ASSOC,CA,SUNNYVALE,94087,2,1,No,Y,Urban,1
2007,December,150000,55,SUNWEST BANK,CA,LOS ANGELES,90019,3,1,No,N,Rural,1
2008,August,80606,84,U.S. BANK NATIONAL ASSOCIATION,CA,BURLINGAME,94010,0,2,No,Y,Urban,0
2007,January,318000,240,MORTGAGE CAP. DEVEL CORP,CA,SAN JOSE,95127,1,3,Yes,N,Urban,0
2007,June,1655000,240,MORTGAGE CAP. DEVEL CORP,CA,NAPA,94558,15,12,Yes,N,Urban,0
2008,February,10000,89,"SUPERIOR FINANCIAL GROUP, LLC",CA,CUPERTINO,95014,1,4,No,N,Urban,1
2008,July,50000,48,BBCN BANK,CA,MARINA DEL REY,90292,0,7,No,N,Urban,1
1999,July,180000,300,U.S. BANK NATIONAL ASSOCIATION,CA,VENTURA,93001,0,10,Yes,N,Urban,0
2007,April,50000,60,"CITIBANK, N.A.",CA,FREMONT (CENTERVILLE),94536,4,4,No,N,Urban,0
2007,September,1583000,240,CDC SMALL BUS. FINAN CORP,CA,SACRAMENTO,95828,50,50,Yes,N,Urban,0
2008,June,34520,84,U.S. BANK NATIONAL ASSOCIATION,CA,BYRON,94514,0,4,No,Y,Urban,0
2008,January,51400,70,JPMORGAN CHASE BANK NATL ASSOC,CA,LOS ANGELES,90703,1,2,No,Y,Urban,1
2008,February,34433,84,U.S. BANK NATIONAL ASSOCIATION,CA,NEWHALL,91321,0,2,No,Y,Urban,0
2008,June,70000,51,"CITIBANK, N.A.",CA,EL MONTE,91732,0,4,No,Y,Urban,1
2008,March,47499,12,COAST NATIONAL BANK,CA,SAN LUIS OBISPO,93401,0,4,No,Y,Undefined,0
2008,July,75873,53,JPMORGAN CHASE BANK NATL ASSOC,CA,PACIFICA,94044,0,3,No,Y,Urban,1
1999,February,523000,240,CDC SMALL BUS. FINAN CORP,CA,SAN DIEGO,92103,10,34,Yes,N,Urban,0
2008,May,148180,84,"CITIBANK, N.A.",CA,VENTURA (CORPORATE NAME SAN BU,93004,0,1,No,Y,Urban,0
1999,June,1000000,240,BAY AREA EMPLOYMENT DEVEL CO,CA,SAN JOSE,95132,0,10,Yes,N,Urban,0
2008,September,238500,61,"CITIBANK, N.A.",CA,SAN JOSE,95126,3,2,No,Y,Urban,1
2008,October,98653,84,JPMORGAN CHASE BANK NATL ASSOC,CA,GARDEN GROVE,92844,0,20,No,Y,Urban,0
2008,December,675000,240,MORTGAGE CAP. DEVEL CORP,CA,HERMOSA BEACH,90254,4,3,Yes,N,Urban,0
2008,June,129972,84,JPMORGAN CHASE BANK NATL ASSOC,CA,LOS ANGELES,91436,2,3,No,Y,Urban,0
2008,July,175524,59,JPMORGAN CHASE BANK NATL ASSOC,CA,CARSON,90745,0,5,No,Y,Urban,1
2008,October,117103,25,JPMORGAN CHASE BANK NATL ASSOC,CA,TORRANCE,90501,1,3,No,Y,Urban,1
2008,April,20000,25,BBCN BANK,CA,WALNUT,91789,0,1,No,N,Urban,1
2008,January,15000,62,BANK OF AMERICA NATL ASSOC,CA,SUNLAND,91041,0,3,No,Y,Urban,1
2008,February,201000,240,CDC SMALL BUS. FINAN CORP,CA,COVINA,91723,10,20,Yes,N,Urban,0
1999,June,36000,120,WELLS FARGO BANK NATL ASSOC,CA,SUNNYVALE,94086,1,3,No,N,Urban,0
2008,December,33739,84,U.S. BANK NATIONAL ASSOCIATION,CA,LA JOLLA,92037,0,3,No,Y,Urban,0
1999,November,78800,60,FIRST BANK,CA,DIXON,95620,0,1,No,N,Urban,0
2008,March,20000,115,"SUPERIOR FINANCIAL GROUP, LLC",CA,TORRANCE,90503,0,1,No,N,Urban,1
2008,September,12500,106,"SUPERIOR FINANCIAL GROUP, LLC",CA,LOS ANGELES,90029,1,1,No,N,Urban,1
2008,November,46482,51,JPMORGAN CHASE BANK NATL ASSOC,CA,WOODLAND,95695,0,1,No,Y,Undefined,1
1999,July,212400,300,DESERT COMMUN BANK A DIVISION,CA,HESPERIA,92345,3,11,Yes,N,Urban,0
2008,June,12500,120,"SUPERIOR FINANCIAL GROUP, LLC",CA,SAN JOSE,95123,7,2,No,N,Urban,0
1999,December,405000,300,U.S. BANK NATIONAL ASSOCIATION,CA,LOS ANGELES,90045,4,12,Yes,N,Urban,0
1999,October,297000,300,CITIZENS BUSINESS BANK,CA,LOS ANGELES,90006,5,30,Yes,N,Urban,0
1999,November,180000,120,WELLS FARGO BANK NATL ASSOC,CA,OAKLAND,94609,0,3,No,N,Urban,0
2008,June,37725,84,JPMORGAN CHASE BANK NATL ASSOC,CA,SAN DIEGO,92109,1,6,No,Y,Urban,0
2008,June,364000,240,SBA - EDF ENFORCEMENT ACTION,CA,THOUSAND OAKS,91361,2,3,Yes,N,Urban,0
2008,December,83943,84,U.S. BANK NATIONAL ASSOCIATION,CA,BEVERLY HILLS,90210,0,14,No,Y,Urban,0
2008,January,53371,66,JPMORGAN CHASE BANK NATL ASSOC,CA,UKIAH,95482,35,2,No,Y,Undefined,1
2008,November,365000,240,CDC SMALL BUS. FINAN CORP,CA,CHINO,91710,1,18,Yes,N,Urban,0
2008,January,79937,35,JPMORGAN CHASE BANK NATL ASSOC,CA,RANCHO CUCAMONGA,91730,0,4,No,Y,Urban,1
1999,October,15000,21,"CITIBANK, N.A.",CA,SAN FRANCISCO,94109,2,2,No,Y,Urban,1
2008,September,20000,37,BBCN BANK,CA,TUJUNGA,91042,2,2,No,N,Urban,1
2008,September,7500,84,FIRST PRIVATE BANK & TRUST,CA,GLENDALE,91206,2,15,No,Y,Urban,0
2008,August,910000,120,FIRST PRIVATE BANK & TRUST,CA,GLENDALE,91206,2,15,No,N,Urban,0
2008,March,123799,84,JPMORGAN CHASE BANK NATL ASSOC,CA,CHICO,95926,3,3,No,Y,Urban,0
1999,March,526500,300,CALIFORNIA BANK & TRUST,CA,SANTA ANA,92707,0,10,Yes,N,Urban,0
2008,March,25000,63,UMPQUA BANK,CA,San Diego,92101,2,1,No,N,Urban,1
1999,October,708000,301,MERRILL LYNCH BANK USA,CA,LA JOLLA,92037,6,6,Yes,N,Urban,0
2008,August,165000,240,CDC SMALL BUS. FINAN CORP,CA,VALENCIA,91355,1,5,Yes,N,Urban,0
2008,September,10000,114,"SUPERIOR FINANCIAL GROUP, LLC",CA,BEVERLY HILLS,90211,1,2,No,N,Urban,0
