,filing_date,municipality,amount
21778,2015-11-13,City of McKeesport,42914.82
21779,2015-11-13,Swissvale Boro,104070.16
21780,2015-11-13,West Mifflin Boro,44906.09
21781,2015-11-13,Pittsburgh,84119.41
21782,2015-11-13,Whitehall Boro,91545.84
21783,2015-11-13,Penn Hills Township,154767.79
21784,2015-11-13,Wilkinsburg Boro,97905.03
21785,2015-11-16,Penn Hills Township,79712.5
21786,2015-11-16,Carnegie Boro,29150.89
21787,2015-11-16,Pittsburgh,33012.85
21788,2015-11-16,Penn Hills Township,155557.42
21789,2015-11-17,Hampton Township,31724.18
21790,2015-11-17,N. Fayette Township,191318.05
21791,2015-11-17,Shaler Township,101528.55
21792,2015-11-17,Wilkinsburg Boro,119964.07
21793,2015-11-17,Monroeville Boro,136474.88
21794,2015-11-18,Shaler Township,65145.27
21795,2015-11-18,Penn Hills Township,63391.62
21796,2015-11-24,Pittsburgh,80838.44
21797,2015-11-18,City of Clairton,18357.54
21798,2015-11-24,Brentwood Boro,52653.79
21799,2015-11-18,Brentwood Boro,80454.22
21800,2015-11-18,Munhall Boro,77811.09
21801,2015-11-24,Pittsburgh,69130.2
21802,2015-11-24,Pittsburgh,39143.21
21803,2015-11-18,Monroeville Boro,112343.67
21804,2015-11-18,Pittsburgh,64828.15
21805,2015-11-18,Penn Hills Township,66736.38
21806,2015-11-18,West Mifflin Boro,81195.49
21807,2015-11-18,S. Fayette Township,219657.19
21808,2015-11-19,Tarentum Boro,43023.07
21809,2015-11-19,Crafton Boro,96639.74
21810,2015-11-19,West Mifflin Boro,70253.08
21811,2015-11-19,Mt. Lebanon Township,85130.18
21812,2015-11-19,Penn Hills Township,0.0
21813,2015-11-19,Pittsburgh,71826.06
21814,2015-11-20,Stowe Township,57934.39
21815,2015-11-20,Robinson Township,218496.28
21816,2015-11-20,Richland Township,152989.42
21817,2015-11-20,Pittsburgh,100399.37
21818,2015-11-20,Pittsburgh,32598.4
21819,2015-11-20,Brentwood Boro,56872.12
21820,2015-11-20,Elizabeth Township,76908.89
21821,2015-11-20,Penn Hills Township,100906.27
21822,2015-11-23,Tarentum Boro,0.0
21823,2015-11-23,Bethel Park Boro,150357.68
21824,2015-11-23,Plum Boro,79409.06
21825,2015-11-24,Pittsburgh,24441.88
21826,2015-11-24,Pittsburgh,24441.88
21827,2015-11-24,West Mifflin Boro,158446.8
21828,2015-11-24,Cheswick Boro,109001.85
21829,2015-11-24,West Deer Township,362224.59
21830,2015-11-23,City of Clairton,54944.67
21831,2015-11-24,Stowe Township,91048.39
21832,2015-11-24,Pittsburgh,70330.63
21833,2015-11-24,Brentwood Boro,80454.22
21834,2015-11-24,Franklin Park Boro,252121.43
21835,2015-11-24,Baldwin Township,179226.59
21836,2015-11-24,Carnegie Boro,125589.89
21837,2015-11-24,Pitcairn Boro,53160.56
21838,2015-11-25,Elizabeth Township,61956.35
21839,2015-11-25,Penn Hills Township,31782.35
21840,2015-11-25,West Mifflin Boro,91513.05
21841,2015-11-25,Jefferson Hills Boro,90844.56
21842,2015-11-25,West Mifflin Boro,0.0
21843,2015-11-30,Pittsburgh,67635.7
21844,2015-11-30,Pittsburgh,89032.88
21845,2015-11-30,Brentwood Boro,59655.93
21846,2015-11-30,Penn Hills Township,97793.43
21847,2015-11-30,Penn Hills Township,49389.85
21848,2015-11-30,South Park Township,141919.97
21849,2015-11-30,Carnegie Boro,0.0
21850,2015-11-30,Bellevue Boro,94200.98
21851,2015-11-30,Pittsburgh,109566.39
21852,2015-11-30,Baldwin Boro,109629.64
21853,2015-11-30,Penn Hills Township,75890.14
21854,2015-12-01,Brentwood Boro,64636.13
21855,2015-12-01,Ingram Boro,59028.02
21856,2015-12-01,West Deer Township,142628.92
21857,2015-12-01,Penn Hills Township,50702.12
21858,2015-12-01,Upper St. Clair Twp.,358013.83
21859,2015-12-01,Wilmerding Boro,17198.38
21860,2015-12-01,Brentwood Boro,140898.17
21861,2015-12-01,Pittsburgh,0.0
21862,2015-12-01,Pittsburgh,30396.93
21863,2015-12-02,East McKeesport Boro,21136.6
21864,2015-12-02,Elizabeth Township,156999.42
21865,2015-12-02,West Mifflin Boro,117334.95
21866,2015-12-02,Baldwin Boro,122174.99
21867,2015-12-02,Pittsburgh,82498.33
21868,2015-12-02,Pittsburgh,95238.38
21869,2015-12-02,Castle Shannon Boro,115762.07
21870,2015-12-07,Coraopolis Boro,54753.24
21871,2015-12-07,Baldwin Township,10542.24
21872,2015-12-03,O'Hara Township,231188.57
21873,2015-12-03,West Deer Township,35456.83
21874,2015-12-03,Bethel Park Boro,50468.21
21875,2015-12-03,Shaler Township,120967.2
21876,2015-12-03,Baldwin Township,56938.33
21877,2015-12-03,Pittsburgh,37908.96
21878,2015-12-04,Pittsburgh,210128.69
21879,2015-12-04,Pittsburgh,210128.69
21880,2015-12-04,Baldwin Boro,110449.09
21881,2015-12-04,Ross Township,111643.34
21882,2015-12-04,Bellevue Boro,69495.37
21883,2015-12-07,Greentree Boro,165865.85
21884,2015-12-07,Forest Hills Boro,17022.05
21885,2015-12-07,Harrison Township,183339.03
21886,2015-12-07,Monroeville Boro,122975.6
21887,2015-12-08,Fox Chapel Boro,117704.18
21888,2015-12-08,Crescent Township,142177.97
21889,2015-12-08,Pittsburgh,77822.24
21890,2015-12-08,Pittsburgh,63731.84
21891,2015-12-08,Tarentum Boro,63479.92
21892,2015-12-08,Edgewood Boro,97943.78
21893,2015-12-08,Pittsburgh,56248.29
21894,2015-12-08,East McKeesport Boro,63148.77
21895,2015-12-08,N. Versailles Twp.,32151.66
21896,2015-12-08,West Mifflin Boro,41832.0
21897,2015-12-08,Heidelberg Boro,44851.91
21898,2015-12-09,Stowe Township,48954.73
21899,2015-12-09,Wilmerding Boro,34254.74
21900,2015-12-09,Collier Township,52611.4
21901,2015-12-09,Munhall Boro,84926.0
21902,2015-12-09,McCandless Township,63384.5
21903,2015-12-09,Wilkinsburg Boro,46127.83
21904,2015-12-09,West Deer Township,84807.14
21905,2015-12-10,Pittsburgh,52363.17
21906,2015-12-10,Etna Boro,57740.78
21907,2015-12-10,Wilkinsburg Boro,44123.01
21908,2015-12-10,Plum Boro,87132.46
21909,2015-12-10,Penn Hills Township,94028.21
21910,2015-12-10,Pittsburgh,15270.05
21911,2015-12-10,Jefferson Hills Boro,11782.76
21912,2015-12-11,Oakmont Boro,104047.21
21913,2015-12-11,Castle Shannon Boro,100975.26
21914,2015-12-11,Harrison Township,129794.57
21915,2015-12-11,Bridgeville Boro,157544.0
21916,2015-12-11,Pittsburgh,50818.59
21917,2015-12-11,Avalon Boro,101661.78
21918,2015-12-11,Sewickley Boro,449268.14
21919,2015-12-14,N. Fayette Township,39647.87
21920,2015-12-14,Plum Boro,225771.84
21921,2015-12-14,City of McKeesport,116042.25
21922,2015-12-14,Hampton Township,6316.0
21923,2015-12-14,Shaler Township,99323.02
21924,2015-12-14,McKees Rocks Boro,68692.01
21925,2015-12-14,Penn Hills Township,100083.02
21926,2015-12-15,Pleasant Hills Boro,60387.62
21927,2015-12-15,Swissvale Boro,267371.6
21928,2015-12-16,N. Versailles Twp.,0.0
21929,2015-12-16,Pittsburgh,0.0
21930,2015-12-16,Penn Hills Township,0.0
21931,2015-12-16,West Mifflin Boro,0.0
21932,2015-12-16,Tarentum Boro,0.0
21933,2015-12-16,Stowe Township,0.0
21934,2015-12-17,Penn Hills Township,136358.96
21935,2015-12-17,City of Clairton,67558.66
21936,2015-12-17,Scott Township,70637.9
21937,2015-12-17,West Mifflin Boro,63041.74
21938,2015-12-17,Moon Township,175466.71
21939,2015-12-17,Pittsburgh,28857.31
21940,2015-12-17,Wilkinsburg Boro,72847.67
21941,2015-12-17,Pittsburgh,38814.13
21942,2015-12-17,Pittsburgh,38814.13
21943,2015-12-18,S. Fayette Township,49784.41
21944,2015-12-18,City of Clairton,65019.92
21945,2015-12-18,Scott Township,76205.87
21946,2015-12-18,Pittsburgh,58854.32
21947,2015-12-18,Pittsburgh,33061.95
21948,2015-12-18,Pine Township,208719.73
21949,2015-12-18,Glenfield Boro,56889.58
21950,2015-12-18,Pittsburgh,82293.63
21951,2015-12-18,Castle Shannon Boro,74749.25
21952,2015-12-18,Castle Shannon Boro,74749.25
21953,2015-12-18,Whitehall Boro,78290.19
21954,2015-12-21,Bethel Park Boro,84280.45
21955,2015-12-21,Pittsburgh,32710.07
21956,2015-12-22,Swissvale Boro,45602.55
21957,2015-12-22,Coraopolis Boro,55931.47
21958,2015-12-22,Penn Hills Township,88429.11
21959,2015-12-22,Springdale Boro,72013.53
21960,2015-12-22,Crafton Boro,103058.35
21961,2015-12-22,City of Clairton,70392.89
21962,2015-12-22,Coraopolis Boro,137577.12
21963,2015-12-22,Baldwin Boro,72122.52
21964,2015-12-22,West Deer Township,315480.96
21965,2015-12-22,West Deer Township,315480.96
21966,2015-12-23,Harrison Township,13897.93
21967,2015-12-23,Harrison Township,67289.81
21968,2015-12-23,Pittsburgh,54401.76
21969,2015-12-23,Bellevue Boro,80155.95
21970,2015-12-23,N. Fayette Township,170969.89
21971,2015-12-23,Wilkinsburg Boro,121359.27
21972,2015-12-23,Ross Township,49728.79
21973,2015-12-23,Pittsburgh,47235.3
21974,2015-12-23,Pittsburgh,64844.67
21975,2015-12-24,South Park Township,235213.7
21976,2015-12-24,Shaler Township,22363.57
21977,2015-12-28,Penn Hills Township,47101.11
21978,2015-12-28,Pittsburgh,53423.6
21979,2015-12-28,Pittsburgh,127514.35
21980,2015-12-28,Pittsburgh,127514.35
21981,2015-12-28,Baldwin Township,48716.82
21982,2015-12-28,McCandless Township,152914.71
21983,2015-12-28,Shaler Township,75012.22
21984,2015-12-28,Wilkinsburg Boro,117750.93
21985,2015-12-28,West Mifflin Boro,142751.0
21986,2015-12-28,Sharpsburg Boro,17874.3
21987,2015-12-28,Millvale Boro,9097.13
21988,2015-12-29,Swissvale Boro,47548.33
21989,2015-12-29,Penn Hills Township,19681.68
21990,2015-12-29,Penn Hills Township,33747.13
21991,2015-12-29,Wilkins Township,41195.32
21992,2015-12-29,Emsworth Boro,44262.83
21993,2015-12-29,Bellevue Boro,69397.9
21994,2015-12-29,Plum Boro,107977.34
21995,2015-12-29,Port Vue Boro,9191.59
21996,2015-12-29,Homestead Boro,50865.67
21997,2015-12-29,Penn Hills Township,74445.27
21998,2015-12-29,Plum Boro,268236.04
21999,2015-12-29,Turtle Creek Boro,79618.06
22000,2015-12-30,Pittsburgh,17419.28
22001,2015-12-30,Brentwood Boro,71909.57
22002,2015-12-30,Indiana Township,0.0
22003,2015-12-30,Baldwin Boro,0.0
22004,2015-12-30,Penn Hills Township,78859.03
22005,2015-12-30,Plum Boro,60395.67
22006,2015-12-30,Ross Township,89813.97
22007,2015-12-30,West Mifflin Boro,59543.99
22008,2015-12-30,Monroeville Boro,105324.15
22009,2015-12-30,Forest Hills Boro,95175.51
22010,2015-12-31,Pittsburgh,55289.94
22011,2015-12-31,Jefferson Hills Boro,75427.62
22012,2015-12-31,Pittsburgh,62109.0
22013,2015-12-31,Indiana Township,0.0
22014,2016-01-05,West Deer Township,0.0
22015,2016-01-05,N. Versailles Twp.,43574.81
22016,2016-01-06,Pittsburgh,6147918.21
22017,2016-01-06,Avalon Boro,65022.67
22018,2016-01-06,Penn Hills Township,37411.79
22019,2016-01-06,East Pittsburgh Boro,13913.7
22020,2016-01-07,Pittsburgh,152495.36
22021,2016-01-11,Pittsburgh,0.0
22022,2016-01-12,Brackenridge Boro,51213.76
22023,2016-01-12,Brackenridge Boro,51213.76
22024,2016-01-12,Brackenridge Boro,51213.76
22025,2016-01-12,Brackenridge Boro,51213.76
22026,2016-01-14,Pittsburgh,0.0
22027,2016-01-15,Trafford Boro,60695.11
22028,2016-01-15,N. Versailles Twp.,73849.65
22029,2016-01-19,Pittsburgh,35310.4
22030,2016-01-19,O'Hara Township,109525.59
22031,2016-01-20,Pitcairn Boro,25806.5
22032,2016-01-21,Etna Boro,84495.42
22033,2016-01-21,Churchill Boro,227488.67
22034,2016-01-21,Whitaker Boro,60527.35
22035,2016-01-26,Sharpsburg Boro,49984.63
22036,2016-01-22,Penn Hills Township,19599.41
22037,2016-01-22,Penn Hills Township,68882.28
22038,2016-01-22,Penn Hills Township,29318.71
22039,2016-01-25,Penn Hills Township,9909.52
22040,2016-01-28,West Mifflin Boro,0.0
22041,2016-01-26,Monroeville Boro,71482.64
22042,2016-01-26,Pittsburgh,72075.36
22043,2016-01-27,Pittsburgh,0.0
22044,2016-01-27,Homestead Boro,51997.34
22045,2016-01-29,Scott Township,0.0
22046,2016-01-31,S. Fayette Township,86858.57
22047,2016-02-05,Penn Hills Township,69708.48
22048,2016-02-07,S. Fayette Township,62587.68
22049,2016-02-05,West Mifflin Boro,59361.38
22050,2016-02-05,West Mifflin Boro,59361.38
22051,2016-02-08,Pittsburgh,56065.8
22052,2016-02-08,Richland Township,135516.07
22053,2016-02-08,Pittsburgh,18455.15
22054,2016-02-09,Whitehall Boro,49043.43
22055,2016-02-09,Penn Hills Township,36053.74
22056,2016-02-09,Swissvale Boro,0.0
22057,2016-02-10,Sewickley Hts. Boro,335629.13
22058,2016-02-11,Pittsburgh,42774.65
22059,2016-02-12,Dormont Boro,0.0
22060,2016-02-12,Mt. Lebanon Township,215034.66
22061,2016-02-12,Mt. Lebanon Township,215034.66
22062,2016-02-12,Braddock Hills Boro,76799.21
22063,2016-02-16,Harrison Township,59337.0
22064,2016-02-16,Monroeville Boro,69723.13
22065,2016-02-17,Wilkinsburg Boro,65256.82
22066,2016-02-17,Pittsburgh,19097.23
22067,2016-02-19,Pitcairn Boro,33692.26
22068,2016-02-18,Pittsburgh,54526.49
22069,2016-02-22,Elizabeth Township,0.0
22070,2016-02-22,East Pittsburgh Boro,43301.2
22071,2016-02-22,Forest Hills Boro,165470.27
22072,2016-02-24,White Oak Boro,0.0
22073,2016-02-25,Plum Boro,153700.79
22074,2016-02-25,Bethel Park Boro,86652.17
22075,2016-02-26,Penn Hills Township,43118.07
22076,2016-02-26,Monroeville Boro,90415.19
22077,2016-02-29,Penn Hills Township,86623.31
22078,2016-03-01,Pittsburgh,87727.74
22079,2016-03-01,Pittsburgh,35941.32
22080,2016-03-01,City of McKeesport,24770.16
22081,2016-03-03,McCandless Township,0.0
22082,2016-03-03,West Mifflin Boro,30867.16
22083,2016-03-07,Penn Hills Township,121206.83
22084,2016-03-08,Shaler Township,76926.7
22085,2016-03-09,West View Boro,130712.38
22086,2016-03-09,Indiana Township,51863.16
22087,2016-03-09,Indiana Township,51863.16
22088,2016-03-09,Indiana Township,51863.16
22089,2016-03-10,Greentree Boro,149001.88
22090,2016-03-10,Port Vue Boro,67148.9
22091,2016-03-14,Wall Boro,92526.78
22092,2016-03-14,White Oak Boro,81856.41
22093,2016-03-14,Pittsburgh,42144.31
22094,2016-03-14,Swissvale Boro,68075.51
22095,2016-03-14,White Oak Boro,126080.82
22096,2016-03-14,Monroeville Boro,65903.04
22097,2016-03-15,Springdale Boro,62052.74
22098,2016-03-16,Pittsburgh,1006500.0
22099,2016-03-16,Pittsburgh,1006500.0
22100,2016-03-16,Pittsburgh,1006500.0
22101,2016-03-16,Pittsburgh,1006500.0
22102,2016-03-16,White Oak Boro,207079.53
22103,2016-03-17,Pittsburgh,190309.82
22104,2016-03-17,Penn Hills Township,13647.99
22105,2016-03-17,Richland Township,241760.05
22106,2016-03-18,Franklin Park Boro,210029.93
22107,2016-03-18,Swissvale Boro,0.0
22108,2016-03-21,City of McKeesport,40865.89
22109,2016-03-21,McKees Rocks Boro,45155.11
22110,2016-03-23,Pittsburgh,120639.87
22111,2016-03-23,Bellevue Boro,97383.59
22112,2016-03-23,Churchill Boro,60704.02
22113,2016-03-24,McKees Rocks Boro,81618.77
22114,2016-03-24,Wilkinsburg Boro,153474.68
22115,2016-03-25,Pittsburgh,110129.65
22116,2016-03-27,Monroeville Boro,65637.65
22117,2016-03-30,Penn Hills Township,40827.46
22118,2016-03-30,Baldwin Boro,292243.83
22119,2016-03-30,Elizabeth Township,0.0
22120,2016-04-03,Pittsburgh,70493.68
22121,2016-04-04,Moon Township,187241.74
22122,2016-04-05,S. Fayette Township,259122.04
22123,2016-04-08,Avalon Boro,80475.06
22124,2016-04-08,West View Boro,120786.23
22125,2016-04-08,Wilkins Township,43506.8
22126,2016-04-11,Penn Hills Township,31786.62
22127,2016-04-11,Moon Township,103519.91
22128,2016-04-11,City of Clairton,37795.87
22129,2016-04-11,Wilkins Township,62304.78
22130,2016-04-13,Penn Hills Township,76340.02
22131,2016-04-12,N. Versailles Twp.,56066.23
22132,2016-04-13,West Mifflin Boro,88014.87
22133,2016-04-13,Penn Hills Township,94063.15
22134,2016-04-13,S. Fayette Township,116787.53
22135,2016-04-13,N. Fayette Township,86742.3
22136,2016-04-18,Richland Township,819864.95
22137,2016-04-19,McCandless Township,115931.41
22138,2016-04-20,Mt. Oliver Boro,85129.7
22139,2016-04-19,Turtle Creek Boro,60209.35
22140,2016-04-19,Collier Township,2514880.27
22141,2016-04-19,Carnegie Boro,19737.11
22142,2016-04-19,Pittsburgh,16828.57
22143,2016-04-19,Pittsburgh,16828.57
22144,2016-04-20,City of McKeesport,54889.29
22145,2016-04-20,Carnegie Boro,0.0
22146,2016-04-20,Pittsburgh,12521.34
22147,2016-04-21,Pittsburgh,0.0
22148,2016-04-21,Pittsburgh,0.0
22149,2016-04-21,East McKeesport Boro,37267.73
22150,2016-04-22,Sewickley Boro,444166.84
22151,2016-04-25,Penn Hills Township,104157.52
22152,2016-04-26,East Pittsburgh Boro,74220.66
22153,2016-04-26,Pleasant Hills Boro,0.0
22154,2016-04-27,Wilkins Township,73516.02
22155,2016-04-27,Turtle Creek Boro,35559.31
22156,2016-04-28,Pittsburgh,0.0
22157,2016-04-28,Port Vue Boro,133522.75
22158,2016-04-28,Pittsburgh,270416.7
22159,2016-04-29,Pittsburgh,2058255.83
22160,2016-04-29,Port Vue Boro,50944.06
22161,2016-04-29,Munhall Boro,31704.64
22162,2016-05-02,Pine Township,171881.53
22163,2016-05-03,Pittsburgh,17944.89
22164,2016-05-03,Pittsburgh,68691.03
22165,2016-05-03,Swissvale Boro,42290.49
22166,2016-05-04,Pittsburgh,0.0
22167,2016-05-04,Wilkinsburg Boro,46244.39
22168,2016-05-04,Penn Hills Township,46047.92
22169,2016-05-04,Plum Boro,148565.59
22170,2016-05-05,Pittsburgh,20129.04
22171,2016-05-05,Penn Hills Township,32887.91
22172,2016-05-05,Pittsburgh,46522.06
22173,2016-05-09,Penn Hills Township,0.0
22174,2016-05-10,Pittsburgh,116913.81
22175,2016-05-10,Pittsburgh,116913.81
22176,2016-05-10,Pittsburgh,116913.81
22177,2016-05-12,N. Braddock Boro,41823.86
22178,2016-05-12,N. Braddock Boro,41823.86
22179,2016-05-12,N. Braddock Boro,9316.72
22180,2016-05-12,Turtle Creek Boro,122908.74
22181,2016-05-12,Turtle Creek Boro,122908.74
22182,2016-05-12,Turtle Creek Boro,122908.74
22183,2016-05-12,Turtle Creek Boro,122908.74
22184,2016-05-12,Elizabeth Township,115821.41
22185,2016-05-12,Elizabeth Township,63422.15
22186,2016-05-12,South Park Township,89556.46
22187,2016-05-12,South Park Township,125282.32
22188,2016-05-12,Pittsburgh,132325.57
22189,2016-05-13,Pittsburgh,68182.33
22190,2016-05-20,Monroeville Boro,92844.2
22191,2016-05-23,City of Clairton,42627.31
22192,2016-05-24,Penn Hills Township,47217.03
22193,2016-05-24,Elizabeth Township,83951.24
22194,2016-05-24,Penn Hills Township,89341.15
22195,2016-05-26,N. Versailles Twp.,60430.35
22196,2016-05-26,N. Versailles Twp.,60430.35
22197,2016-05-26,Bridgeville Boro,101440.03
22198,2016-05-26,Glassport Boro,81012.86
22199,2016-05-27,Wilkinsburg Boro,40646.42
22200,2016-05-27,Dormont Boro,66624.98
22201,2016-05-27,West View Boro,55356.63
22202,2016-05-30,Pittsburgh,31699.55
22203,2016-06-01,Shaler Township,165414.02
22204,2016-06-01,Scott Township,29430.9
22205,2016-06-01,City of Clairton,23223.04
22206,2016-06-02,City of McKeesport,0.0
22207,2016-06-02,Pittsburgh,98360.33
22208,2016-06-07,Pittsburgh,129703.7
22209,2016-06-07,Bellevue Boro,129703.7
22210,2016-06-07,Pittsburgh,129703.7
22211,2016-06-07,Pittsburgh,129703.7
22212,2016-06-07,Pittsburgh,159590.16
22213,2016-06-07,Pittsburgh,159590.16
22214,2016-06-07,Pittsburgh,159590.16
22215,2016-06-07,Bellevue Boro,159590.16
22216,2016-06-07,Pitcairn Boro,38705.87
22217,2016-06-07,Homestead Boro,12918.24
22218,2016-06-08,Coraopolis Boro,111825.34
22219,2016-06-08,Mt. Lebanon Township,226458.57
22220,2016-06-08,Verona Boro,0.0
22221,2016-06-08,East Deer Township,186203.73
22222,2016-06-08,Heidelberg Boro,41950.43
22223,2016-06-09,Penn Hills Township,98263.7
22224,2016-06-09,Forest Hills Boro,64142.32
22225,2016-06-10,Bellevue Boro,132437.16
22226,2016-06-13,City of Duquesne,27625.73
22227,2016-06-13,Pittsburgh,29251.88
22228,2016-06-13,Swissvale Boro,72264.02
22229,2016-06-14,Monroeville Boro,154190.2
22230,2016-06-14,Monroeville Boro,79795.83
22231,2016-06-14,Port Vue Boro,46000.93
22232,2016-06-14,Brackenridge Boro,31482.46
22233,2016-06-15,Pittsburgh,0.0
22234,2016-06-15,McKees Rocks Boro,51499.44
22235,2016-06-17,Wilkins Township,82592.34
22236,2016-06-16,City of McKeesport,37346.5
22237,2016-06-19,West Mifflin Boro,29286.73
22238,2016-06-19,Tarentum Boro,67779.54
22239,2016-06-19,Tarentum Boro,67779.54
22240,2016-06-21,Wilkinsburg Boro,38639.54
22241,2016-06-21,Brentwood Boro,41623.34
22242,2016-06-21,Wilkinsburg Boro,34813.86
22243,2016-06-22,Penn Hills Township,140997.58
22244,2016-06-23,Pittsburgh,31731.88
22245,2016-06-27,Bethel Park Boro,63247.0
22246,2016-06-27,S. Fayette Township,63247.0
22247,2016-06-27,Braddock Boro,37363.03
22248,2016-06-28,City of McKeesport,38593.15
22249,2016-06-29,Pittsburgh,39188.76
22250,2016-06-29,Bellevue Boro,70635.11
22251,2016-06-30,Swissvale Boro,48984.85
22252,2016-06-30,Pittsburgh,79058.51
22253,2016-07-01,West Mifflin Boro,79960.16
22254,2016-07-06,Dravosburg Boro,72743.29
22255,2016-07-07,Plum Boro,107672.38
22256,2016-07-07,Pittsburgh,32615.56
22257,2016-07-08,Chalfant Boro,79059.7
22258,2016-07-08,Port Vue Boro,21081.08
22259,2016-07-08,Wilkinsburg Boro,64776.29
22260,2016-07-12,Reserve Township,68305.85
22261,2016-07-13,Castle Shannon Boro,155202.49
22262,2016-07-14,McKees Rocks Boro,25242.36
22263,2016-07-18,Port Vue Boro,0.0
22264,2016-07-18,N. Braddock Boro,27315.05
22265,2016-07-20,N. Braddock Boro,24845.94
22266,2016-07-19,Pittsburgh,69161.52
22267,2016-07-19,Leetsdale Boro,113653.39
22268,2016-07-21,Whitaker Boro,37933.68
22269,2016-07-21,Homestead Boro,47478.61
22270,2016-07-21,Penn Hills Township,61659.47
22271,2016-07-22,Homestead Boro,65277.6
22272,2016-07-22,Plum Boro,116185.55
22273,2016-07-22,Pittsburgh,0.0
22274,2016-07-22,East McKeesport Boro,49946.22
22275,2016-07-25,Pittsburgh,60554.27
22276,2016-07-26,Pittsburgh,10107.0
22277,2016-07-26,Pittsburgh,0.0
22278,2016-07-27,Bell Acres Boro,138793.28
22279,2016-07-28,Sharpsburg Boro,46506.2
22280,2016-07-28,Port Vue Boro,0.0
22281,2016-07-28,Port Vue Boro,0.0
22282,2016-07-28,Baldwin Boro,147061.7
22283,2016-07-28,Brentwood Boro,54270.39
22284,2016-07-29,Pittsburgh,96371.67
22285,2016-07-29,Pittsburgh,99201.43
22286,2016-07-28,Swissvale Boro,28570.96
22287,2016-07-29,Mt. Lebanon Township,173231.72
22288,2016-08-01,Pittsburgh,9156.56
22289,2016-08-01,Pittsburgh,9156.56
22290,2016-08-01,Pittsburgh,9156.56
22291,2016-08-03,Pitcairn Boro,94869.77
22292,2016-08-03,Upper St. Clair Twp.,121851.55
22293,2016-08-03,Ross Township,305057.19
22294,2016-08-03,Monroeville Boro,87931.61
22295,2016-08-03,Penn Hills Township,69583.39
22296,2016-08-04,Penn Hills Township,109047.69
22297,2016-08-04,Stowe Township,39296.38
22298,2016-08-05,Pittsburgh,195259.74
22299,2016-08-05,McCandless Township,204578.5
22300,2016-08-09,Penn Hills Township,660769.93
22301,2016-08-10,Pittsburgh,0.0
22302,2016-08-10,Swissvale Boro,44994.83
22303,2016-08-10,Pittsburgh,41278.07
22304,2016-08-10,Avalon Boro,0.0
22305,2016-08-11,Pittsburgh,92899.53
22306,2016-08-15,Penn Hills Township,0.0
22307,2016-08-15,Penn Hills Township,23288.79
22308,2016-08-15,Pittsburgh,48062.34
22309,2016-08-16,Pittsburgh,105178.13
22310,2016-08-16,Penn Hills Township,0.0
22311,2016-08-17,Tarentum Boro,41282.46
22312,2016-08-18,Pittsburgh,24096.77
22313,2016-08-19,Pittsburgh,41278.07
22314,2016-08-22,Jefferson Hills Boro,26972.7
22315,2016-08-22,Brentwood Boro,0.0
22316,2016-08-22,Brentwood Boro,0.0
22317,2016-08-22,Pittsburgh,297868.75
22318,2016-08-23,Jefferson Hills Boro,257681.79
22319,2016-08-23,West Mifflin Boro,101064.83
22320,2016-08-23,Pittsburgh,12991.11
22321,2016-08-24,City of McKeesport,33406.24
22322,2016-08-25,Mt. Oliver Boro,57279.02
22323,2016-08-25,Stowe Township,18139.23
22324,2016-08-25,Versailles Boro,52446.3
22325,2016-08-26,West Mifflin Boro,58459.65
22326,2016-08-26,Ross Township,100846.88
22327,2016-08-26,Whitehall Boro,6487.0
22328,2016-08-31,Pittsburgh,0.0
22329,2016-09-01,Pittsburgh,0.0
22330,2016-08-31,Sharpsburg Boro,62501.88
22331,2016-09-01,Pittsburgh,19073.96
22332,2016-09-07,Coraopolis Boro,64481.56
22333,2016-09-07,East McKeesport Boro,37099.75
22334,2016-09-08,Coraopolis Boro,75604.34
22335,2016-09-08,Turtle Creek Boro,0.0
22336,2016-09-14,Wilkinsburg Boro,198850.92
22337,2016-09-16,Shaler Township,110673.76
22338,2016-09-16,N. Fayette Township,154571.61
22339,2016-09-16,Moon Township,0.0
22340,2016-09-19,Penn Hills Township,39387.23
22341,2016-09-20,Penn Hills Township,50239.13
22342,2016-09-20,McKees Rocks Boro,41854.09
22343,2016-09-22,Wilmerding Boro,25354.14
22344,2016-09-22,Pittsburgh,132496.18
22345,2016-09-23,Jefferson Hills Boro,28612.23
22346,2016-09-26,South Park Township,33128.78
22347,2016-09-26,White Oak Boro,234916.01
22348,2016-09-28,Churchill Boro,168603.54
22349,2016-09-30,Pittsburgh,0.0
22350,2016-09-30,Pittsburgh,0.0
22351,2016-10-04,Port Vue Boro,26648.39
22352,2016-10-05,West Mifflin Boro,29856.0
22353,2016-10-06,Pittsburgh,134119.77
22354,2016-10-06,West Mifflin Boro,98449.88
22355,2016-10-06,Penn Hills Township,0.0
22356,2016-10-11,Pittsburgh,40159.39
22357,2016-10-11,Pittsburgh,29597.59
22358,2016-10-12,City of McKeesport,36634.03
22359,2016-10-12,Penn Hills Township,54489.19
22360,2016-10-13,Pittsburgh,29910.79
22361,2016-10-13,Monroeville Boro,95537.07
22362,2016-10-13,West Mifflin Boro,41610.37
22363,2016-10-17,Penn Hills Township,60443.45
22364,2016-10-19,McCandless Township,188804.16
22365,2016-10-21,Pittsburgh,28137.07
22366,2016-10-21,Indiana Township,39014.27
22367,2016-10-21,Mt. Lebanon Township,49840.35
22368,2016-10-20,West Mifflin Boro,52459.35
