APN,Registered Date,Property Type,Property Address,Property City,Property State,Property Zip,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Management Contact Phone,Property on Map,Latitude,Longitude
2216003035,01/02/2018,Single Family,13922 W VALERIO ST,LOS ANGELES,CA,91405.0,2,US Bank National Association,Jessica Vanella,612-973-2749,Gallardo Excavation & Preservation,Fernando Gallardo,15465   Kennedy AVE  Fontana CA 92336,909-904-2577,"13922 W VALERIO ST
LOS ANGELES, CA 91405
(34.204826, -118.43648)",34.204826,-118.43648
2354005043,01/02/2018,Single Family,11643 W OTSEGO ST,LOS ANGELES,CA,91601.0,2,Bank of America,VPR Department,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,"11643 W OTSEGO ST
LOS ANGELES, CA 91601
(34.163095, -118.387104)",34.163095,-118.387104
2405010002,01/18/2018,Single Family,10046 W KESWICK ST,LOS ANGELES,CA,91352.0,2,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,"10046 W KESWICK ST
LOS ANGELES, CA 91352
(34.210692, -118.350345)",34.210692,-118.350345
2206037128,07/26/2018,Single Family,15845 W WYANDOTTE ST,VAN NUYS,CA,91406.0,6,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Elizabeth Acosta,Elizabeth Acosta,11030   Arrow Route  102 RANCHO CUCAMONGA CA 91730,929-481-1100,"15845 W WYANDOTTE ST
VAN NUYS, CA 91406
(34.202966, -118.478416)",34.202966,-118.478416
2617010010,01/12/2018,Single Family,14417 W CLYMER ST,LOS ANGELES,CA,91345.0,7,"Dovenmuehle Mortgage, Inc.",n/a n/a,888-397-5370,Safeguard,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"14417 W CLYMER ST
LOS ANGELES, CA 91345
(34.264251, -118.446944)",34.264251,-118.446944
2335006009,01/31/2018,Multi-Family,11558 1/2 W HAYNES ST,NORTH HOLLYWOOD,CA,91606.0,2,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,"11558 1/2 W HAYNES ST
NORTH HOLLYWOOD, CA 91606
(34.189423, -118.384267)",34.189423,-118.384267
7413014022,06/14/2018,Single Family,1078 W 252ND ST,LOS ANGELES,CA,90710.0,15,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Elizabeth Acosta,Elizabeth Acosta,11030   Arrow Route  102 RANCHO CUCAMONGA CA 91730,929-481-1100,"1078 W 252ND ST
LOS ANGELES, CA 90710
(33.79574, -118.295512)",33.79574,-118.295512
2565001057,03/29/2018,Single Family,10449 N GLORY AVE,LOS ANGELES,CA,91042.0,7,BANK OF AMERICA - PRE,VPR DEPARTMENT,213-345-6264,SAFEGUARD PROPERTES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,"10449 N GLORY AVE
LOS ANGELES, CA 91042
(34.258532, -118.280945)",34.258532,-118.280945
5104014029,07/20/2018,Single Family,1183 E 54TH ST,LOS ANGELES,CA,90011.0,9,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,"Remedy Field Services, Inc",Aaron Davitian,15615   Alton PKWY 450 Irvine CA 92618,619-862-0918,"1183 E 54TH ST
LOS ANGELES, CA 90011
(33.993905, -118.254497)",33.993905,-118.254497
2311009054,01/07/2018,Single Family,11420 W STRATHERN ST,LOS ANGELES,CA,91605.0,6,RUSHMORE LOAN MANAGEMENT SERVICES,Property Preservation,949-341-5601,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"11420 W STRATHERN ST
LOS ANGELES, CA 91605
(34.215702, -118.379784)",34.215702,-118.379784
2531012042,01/05/2018,Single Family,11730 W GRUEN ST,LOS ANGELES,CA,91342.0,7,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,"11730 W GRUEN ST
LOS ANGELES, CA 91342
(34.283438, -118.388288)",34.283438,-118.388288
2559009023,08/07/2018,Single Family,10344 N LEOLANG AVE,LOS ANGELES,CA,91040.0,7,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,801-461-8200,"10344 N LEOLANG AVE
LOS ANGELES, CA 91040
(34.257342, -118.305928)",34.257342,-118.305928
2715027031,01/29/2018,Single Family,11100 N RESEDA BLVD,LOS ANGELES,CA,91326.0,12,Shellpoint Mortgage Services,Tracy Hall,866-825-2174,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,"11100 N RESEDA BLVD
LOS ANGELES, CA 91326
(34.272023, -118.536108)",34.272023,-118.536108
7470022009,01/25/2018,Single Family,1420 W 36TH ST,SAN PEDRO,CA,90731.0,15,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,"1420 W 36TH ST
SAN PEDRO, CA 90731
(33.716887, -118.308208)",33.716887,-118.308208
6073010023,01/29/2018,Multi-Family,10967 S SAN PEDRO ST,LOS ANGELES,CA,90061.0,8,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,"10967 S SAN PEDRO ST
LOS ANGELES, CA 90061
(33.935944, -118.269516)",33.935944,-118.269516
6055015041,09/13/2018,Single Family,1514 W 99TH ST,LOS ANGELES,CA,90047.0,8,"Nationstar Mortgage, dba Mr. Cooper",Jaime Burgess,888-456-0714,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,"1514 W 99TH ST
LOS ANGELES, CA 90047
(33.945935, -118.303093)",33.945935,-118.303093
2552016012,06/12/2018,Single Family,11011 N WHITEGATE AVE,LOS ANGELES,CA,91040.0,7,RUSHMORE LOAN MANAGEMENT SERVICES,PROPERTY PRESERVATION,949-341-5601,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405,909-289-1453,"11011 N WHITEGATE AVE
LOS ANGELES, CA 91040
(34.269163, -118.305323)",34.269163,-118.305323
4265018057,01/05/2018,Single Family,11847 W GORHAM AVE,LOS ANGELES,CA,90049.0,11,Selene Finance LP,Grace Wesson,877-338-3791,MCS-Bron,Eric Moore,27720   Jefferson AVE 210 Temecula CA 92590,813-387-8306,"11847 W GORHAM AVE
LOS ANGELES, CA 90049
(34.052211, -118.468267)",34.052211,-118.468267
2506034117,01/22/2018,Single Family,12580 N SAN FERNANDO RD,SYLMAR,CA,91342.0,7,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,"12580 N SAN FERNANDO RD
SYLMAR, CA 91342
(34.298333, -118.457344)",34.298333,-118.457344
4492013008,09/14/2018,Single Family,13484 W BAYLISS RD,LOS ANGELES,CA,90049.0,11,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,"13484 W BAYLISS RD
LOS ANGELES, CA 90049
(34.072862, -118.504091)",34.072862,-118.504091
5078034026,05/15/2018,Single Family,1206 S MARIPOSA AVE,LOS ANGELES,CA,90006.0,1,Anchor Loans,Dannielle Gates,818-836-1485,Anchor Loans,Dannielle Gates,5230   Las Virgenes  150 Calabasas CA 91302,818-304-8767,"1206 S MARIPOSA AVE
LOS ANGELES, CA 90006
(34.048787, -118.298934)",34.048787,-118.298934
6002012003,01/15/2018,Single Family,1455 W 60TH ST,LOS ANGELES,CA,90047.0,8,Champion Mortgage Company c/o BDF Law,Code Compliance,813-387-1100,National Field Services,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,626-485-8889,"1455 W 60TH ST
LOS ANGELES, CA 90047
(33.985885, -118.302137)",33.985885,-118.302137
6002013019,08/02/2018,Single Family,1550 W 59TH PL,LOS ANGELES,CA,90047.0,8,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,"1550 W 59TH PL
LOS ANGELES, CA 90047
(33.986709, -118.303499)",33.986709,-118.303499
2362022018,08/27/2018,Single Family,12726 W KLING ST,LOS ANGELES,CA,91604.0,2,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,Edward Zubia,Edward Zubia,3540   Wilshire  1109 Los Angeles CA 90010,213-804-7437,"12726 W KLING ST
LOS ANGELES, CA 91604
(34.155798, -118.410237)",34.155798,-118.410237
5405027005,02/16/2018,Single Family,1186 W SUNSET BLVD,LOS ANGELES,CA,90012.0,1,"PEAK FORECLOSURE SERVICES, INC.",Kelli Espinoza,818-591-9237,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,"1186 W SUNSET BLVD
LOS ANGELES, CA 90012
(34.067786, -118.25005)",34.067786,-118.25005
2609016008,02/09/2018,Single Family,16510 W KNOLLWOOD DR,LOS ANGELES,CA,91344.0,12,Anchor Loans,Dannielle Gates,818-836-1485,Anchor Loans,Dannielle Gates,5230   Las Virgenes  150 Calabasas CA 91302,818-304-8767,"16510 W KNOLLWOOD DR
LOS ANGELES, CA 91344
(34.295089, -118.495572)",34.295089,-118.495572
2601028032,03/08/2018,Non-Residential,12001   SHOSHONE AVE,LOS ANGELES,CA,91344.0,12,"Real Time Resolutions, Inc",FORECLOSURE Department,888-895-0221,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"12001 SHOSHONE AVE
LOS ANGELES, CA 91344
(34.289796, -118.517678)",34.289796,-118.517678
7445004176,08/16/2018,Single Family,1441 W BRETT PL,SAN PEDRO,CA,90732.0,15,"Dovenmuehle Mortgage, Inc.",n/a n/a,888-397-5370,Safeguard,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"1441 W BRETT PL
SAN PEDRO, CA 90732
(33.756677, -118.308197)",33.756677,-118.308197
5559011015,08/02/2018,Single Family,1408 N SUNSET PLAZA DR,HOLLYWOOD,CA,90069.0,4,"Center Street Lending Fund IV SPE, LLC, a Delaware Limited Liability Company",Kristina Guillen,949-430-0757,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,"1408 N SUNSET PLAZA DR
HOLLYWOOD, CA 90069
(34.096451, -118.383255)",34.096451,-118.383255
2528035005,01/31/2018,Single Family,10800 W OAK MOUNTAIN PL,LOS ANGELES,CA,91040.0,7,bayview,Willie Walton,714-848-7920,Safeguard,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"10800 W OAK MOUNTAIN PL
LOS ANGELES, CA 91040
(34.264731, -118.365116)",34.264731,-118.365116
2625029012,02/12/2018,Single Family,13588 W WINGO ST,LOS ANGELES,CA,91331.0,6,NEW AMERICAN FUNDING,KARLA HOWES,949-445-8824,SO CAL INSPECTORS INC,SUZANNE PHILLIPS,9525   Stewart and Gray RD  Downey CA 90241,949-445-8824,"13588 W WINGO ST
LOS ANGELES, CA 91331
(34.23781, -118.428863)",34.23781,-118.428863
2605002066,08/20/2018,Single Family,15782 W MIDWOOD DR,LOS ANGELES,CA,91344.0,12,bayview,Willie Walton,714-848-7920,Safeguard,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"15782 W MIDWOOD DR
LOS ANGELES, CA 91344
(34.279947, -118.473652)",34.279947,-118.473652
2747014147,08/22/2018,Single Family,10000 N OWENSMOUTH AVE,LOS ANGELES,CA,91311.0,12,"Nationstar Mortgage, dba Mr. Cooper",Jaime Burgess,888-456-0714,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,"10000 N OWENSMOUTH AVE
LOS ANGELES, CA 91311
(34.252303, -118.601664)",34.252303,-118.601664
2275033005,01/05/2018,Single Family,14663 W DEERVALE PL,LOS ANGELES,CA,91403.0,4,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"14663 W DEERVALE PL
LOS ANGELES, CA 91403
(34.137225, -118.453871)",34.137225,-118.453871
2668015011,01/09/2018,Single Family,10361 N DEMPSEY AVE,LOS ANGELES,CA,91344.0,12,Nationstar Mortgage LLC,Paula Acosta,972-315-8837,Pinelands Preservation,Will Wheelehan,44501   Auburn BLVD  Sacramento CA 95841,916-277-8243,"10361 N DEMPSEY AVE
LOS ANGELES, CA 91344
(34.259174, -118.477215)",34.259174,-118.477215
6109017008,08/08/2018,Single Family,1223 W 187TH PL,LOS ANGELES,CA,90248.0,15,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,"1223 W 187TH PL
LOS ANGELES, CA 90248
(33.86054, -118.295109)",33.86054,-118.295109
2360001030,01/29/2018,Single Family,13546 W SARAH ST,LOS ANGELES,CA,91423.0,4,CALIBER HOME LOANS,CHRISTINE CAYANAN,874-214-4174,Steve Daggett,Steve Daggett,8011   Glencrest DR  Sun Valley CA 91352,818-577-6004,"13546 W SARAH ST
LOS ANGELES, CA 91423
(34.153982, -118.428239)",34.153982,-118.428239
2375019050,01/10/2018,Single Family,13035 W VALLEYHEART DR,LOS ANGELES,CA,91604.0,2,Bank of America,VPR Department,800-669-2443,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"13035 W VALLEYHEART DR
LOS ANGELES, CA 91604
(34.14731, -118.417312)",34.14731,-118.417312
2420023053,01/09/2018,Single Family,10240 W CAMARILLO ST,LOS ANGELES,CA,91602.0,4,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,"Remedy Field Services, Inc",Aaron Davitian,15615   Alton PKWY 450 Irvine CA 92618,619-862-0918,"10240 W CAMARILLO ST
LOS ANGELES, CA 91602
(34.157666, -118.353967)",34.157666,-118.353967
2667010004,01/12/2018,Single Family,15918 W SAN FERNANDO MISSION BLVD,LOS ANGELES,CA,91344.0,12,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"15918 W SAN FERNANDO MISSION BLVD
LOS ANGELES, CA 91344
(34.271874, -118.47893)",34.271874,-118.47893
7444003084,01/03/2018,Single Family,1553  STONEWOOD,LOS ANGELES,CA,90732.0,15,POPA federal crediti union,Laura Lara,562-207-4401,carrington fcl,tai alailima,600   city PKWY 110 orange CA 92868,949-517-6410,"1553 STONEWOOD
LOS ANGELES, CA 90732
(33.761475, -118.306361)",33.761475,-118.306361
7420020006,01/20/2018,Single Family,1136 N FRIES AVE,LOS ANGELES,CA,90744.0,15,OCWEN LOAN SERVICING,Property Department,319-236-5249,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"1136 N FRIES AVE
LOS ANGELES, CA 90744
(33.785743, -118.265306)",33.785743,-118.265306
2341011021,01/26/2018,Single Family,12731 W HATTERAS ST,LOS ANGELES,CA,91607.0,2,"Trinity Financial Services, LLC",Don Madden III,855-818-6806,"Altisource Solutions, Inc",Altisource Solutions,"1000   Abernathy RD, Northpark Town, Center, Building 400   Atlanta GA 30328",866-952-6514,"12731 W HATTERAS ST
LOS ANGELES, CA 91607
(34.175769, -118.410561)",34.175769,-118.410561
2346010004,01/09/2018,Single Family,12652 W CUMPSTON ST,LOS ANGELES,CA,91607.0,2,CitiMortgage,Erin Theobald,877-290-3997,Safeguard Properties,Edward Zubiz,3540   wilshire BLVD  Los Angeles CA 90010,213-383-2097,"12652 W CUMPSTON ST
LOS ANGELES, CA 91607
(34.169541, -118.409018)",34.169541,-118.409018
2620027008,07/25/2018,Multi-Family,10461 N ILEX AVE,PACOIMA,CA,91331.0,7,Banc of California National Assotiation,Trey Blickle,847-777-6375,"The Harvey Group, Inc.",Joyce Essex Harvey,301  N Canon DR E Beverly HIlls CA 90210,310-777-6375,"10461 N ILEX AVE
PACOIMA, CA 91331
(34.260152, -118.417389)",34.260152,-118.417389
2679024038,01/18/2018,Single Family,16328 W BLACKHAWK ST,LOS ANGELES,CA,91344.0,12,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,"16328 W BLACKHAWK ST
LOS ANGELES, CA 91344
(34.258408, -118.488257)",34.258408,-118.488257
2535015020,05/25/2018,Single Family,13253 W PINNEY ST,LOS ANGELES,CA,91331.0,7,Shellpoint Mortgage,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,"13253 W PINNEY ST
LOS ANGELES, CA 91331
(34.268154, -118.421157)",34.268154,-118.421157
4380011029,01/09/2018,Single Family,10430 W SCENARIO LANE,LOS ANGELES,CA,90077.0,5,Bank of America,VPR Department,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,"10430 W SCENARIO LANE
LOS ANGELES, CA 90077
(34.108657, -118.447688)",34.108657,-118.447688
2337018006,01/29/2018,Multi-Family,11127 1/2 W HATTERAS ST,LOS ANGELES,CA,91601.0,2,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,"11127 1/2 W HATTERAS ST
LOS ANGELES, CA 91601
(34.175798, -118.374013)",34.175798,-118.374013
5069019006,01/24/2018,Multi-Family,1419 S CURSON AVE,LOS ANGELES,CA,90019.0,10,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,OGIWA INCORPORATED,Olatunji Giwa,1028  N Lake AVE 208 PASADENA CA 91104,626-787-1471,"1419 S CURSON AVE
LOS ANGELES, CA 90019
(34.049064, -118.360024)",34.049064,-118.360024
7347001014,01/09/2018,Single Family,1612 W 223RD ST,LOS ANGELES,CA,90501.0,15,Mr. Cooper,Paula Acosta,800-468-1743,AFS c/o PRIORITY 1 PROPERTY PRESERVATION INC - SOUTH,Bill Kleiser,2780   DOVE TAIL TR  San Marcos CA 92078,800-468-1743,"1612 W 223RD ST
LOS ANGELES, CA 90501
(33.824489, -118.306973)",33.824489,-118.306973
2627024016,01/02/2018,Single Family,13207 W BRYSON ST,LOS ANGELES,CA,91331.0,6,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"13207 W BRYSON ST
LOS ANGELES, CA 91331
(34.228571, -118.420214)",34.228571,-118.420214
2328017029,01/27/2018,Single Family,13458 W VOSE ST,LOS ANGELES,CA,91405.0,2,"Wilmington Savings Fund Society FSB, dba Christiana Trust as Trustee for Brougham Fund I Trust",Karen Cooksey,814-827-4661,BSI Financial,registrations dept,5716   Corsa AVE  Westlake Village CA 91362,814-827-4661,"13458 W VOSE ST
LOS ANGELES, CA 91405
(34.198519, -118.426694)",34.198519,-118.426694
4244012020,09/13/2018,Single Family,13024 W MORNINGSIDE WAY,LOS ANGELES,CA,90066.0,11,Carrington Mortgage Services,Marshayla Johnson,866-563-1100,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,"13024 W MORNINGSIDE WAY
LOS ANGELES, CA 90066
(34.008336, -118.45002)",34.008336,-118.45002
2611035008,03/15/2018,Single Family,14953 W AZTEC ST,LOS ANGELES,CA,91342.0,7,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,"14953 W AZTEC ST
LOS ANGELES, CA 91342
(34.285852, -118.457105)",34.285852,-118.457105
5068009001,01/12/2018,Single Family,1600 S CRESCENT HEIGHTS BLVD,LOS ANGELES,CA,90035.0,10,Selene Finance,Customer Service,877-735-3637,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,"1600 S CRESCENT HEIGHTS BLVD
LOS ANGELES, CA 90035
(34.048349, -118.373285)",34.048349,-118.373285
2717003002,01/05/2018,Single Family,11209 N YOLANDA AVE,LOS ANGELES,CA,91326.0,12,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,"11209 N YOLANDA AVE
LOS ANGELES, CA 91326
(34.273778, -118.545441)",34.273778,-118.545441
4379035088,01/05/2018,Single Family,10502 W CLEARWOOD CT,LOS ANGELES,CA,90077.0,5,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,"10502 W CLEARWOOD CT
LOS ANGELES, CA 90077
(34.126688, -118.448141)",34.126688,-118.448141
5690020019,06/21/2018,Single Family,1205 W NEOLA ST,LOS ANGELES,CA,90041.0,14,CALIBER HOME LOANS,CHRISTINE CAYANAN,874-214-4174,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"1205 W NEOLA ST
LOS ANGELES, CA 90041
(34.134757, -118.191847)",34.134757,-118.191847
4378035005,01/15/2018,Single Family,15523 W COLLINA STRADA,LOS ANGELES,CA,90077.0,5,CitiMortgage,Erin Theobald,877-290-3997,Safeguard Properties,Edward Zubiz,3540   wilshire BLVD  Los Angeles CA 90010,213-383-2097,"15523 W COLLINA STRADA
LOS ANGELES, CA 90077
(34.117919, -118.47508)",34.117919,-118.47508
2646016022,08/15/2018,Single Family,13515 W TERRA BELLA ST,LOS ANGELES,CA,91331.0,7,M&T Bank,Eric Moore,877-338-3791,Safeguard,Code Compliance,7887   Safeguard Cir  Valley View OH 44125,800-852-8306,"13515 W TERRA BELLA ST
LOS ANGELES, CA 91331
(34.251745, -118.427328)",34.251745,-118.427328
6055009051,01/17/2018,Single Family,1438 W 94TH PL,LOS ANGELES,CA,90047.0,8,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,OGIWA INCORPORATED,Giwa Olatunji,123   Morgan AL  PASADENA CA 91105,626-380-6275,"1438 W 94TH PL
LOS ANGELES, CA 90047
(33.950358, -118.301733)",33.950358,-118.301733
2611042010,01/08/2018,Single Family,15276 W GOLDEN CT,LOS ANGELES,CA,91342.0,7,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,"Remedy Field Services, Inc",Aaron Davitian,15615   Alton PKWY 450 Irvine CA 92618,619-862-0918,"15276 W GOLDEN CT
LOS ANGELES, CA 91342
(34.294178, -118.465747)",34.294178,-118.465747
2580018187,01/12/2018,Single Family,13151 N MIRA MAR DR,LOS ANGELES,CA,91342.0,7,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"13151 N MIRA MAR DR
LOS ANGELES, CA 91342
(34.311346, -118.405557)",34.311346,-118.405557
7426010014,01/09/2018,Single Family,1022 E SANDISON ST,LOS ANGELES,CA,90744.0,15,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,"1022 E SANDISON ST
LOS ANGELES, CA 90744
(33.794141, -118.250361)",33.794141,-118.250361
2647002001,01/09/2018,Single Family,10128 N LEMONA AVE,LOS ANGELES,CA,91345.0,7,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,"10128 N LEMONA AVE
LOS ANGELES, CA 91345
(34.254414, -118.458659)",34.254414,-118.458659
5543005008,03/08/2018,Multi-Family,1645 N KENMORE AVE,LOS ANGELES,CA,90027.0,13,Fay Servicing LLC - Eric Moore,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,"1645 N KENMORE AVE
LOS ANGELES, CA 90027
(34.101152, -118.297246)",34.101152,-118.297246
5017022007,01/12/2018,Single Family,1141 W 50TH ST,LOS ANGELES,CA,90037.0,9,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,MCS-Bron,Eric Moore,27720   Jefferson AVE 210 Temecula CA 92590,813-387-8306,"1141 W 50TH ST
LOS ANGELES, CA 90037
(33.997789, -118.295217)",33.997789,-118.295217
2556003074,01/04/2018,Single Family,10819 N WOODWARD AVE,LOS ANGELES,CA,91040.0,7,Carrington Mortgage Services,Marshayla Johnson,866-563-1100,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,"10819 N WOODWARD AVE
LOS ANGELES, CA 91040
(34.265579, -118.307029)",34.265579,-118.307029
2321023001,01/23/2018,Multi-Family,11936 W DEHOUGNE ST,NORTH HOLLYWOOD,CA,91605.0,2,"Metro California, LLC",Robert Keilch,949-644-6000,"Metro California, LLC",Robert Keilch,227   20th ST  Newport Beach CA 92663,949-644-6000,"11936 W DEHOUGNE ST
NORTH HOLLYWOOD, CA 91605
(34.195834, -118.393545)",34.195834,-118.393545
5078033017,01/29/2018,Multi-Family,1224 S FEDORA ST,LOS ANGELES,CA,90006.0,1,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,"1224 S FEDORA ST
LOS ANGELES, CA 90006
(34.048602, -118.297888)",34.048602,-118.297888
2552046018,09/19/2018,Single Family,11046 N TAMBERLY LANE,LOS ANGELES,CA,91042.0,7,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,"11046 N TAMBERLY LANE
LOS ANGELES, CA 91042
(34.269848, -118.292876)",34.269848,-118.292876
2620010011,01/05/2018,Single Family,10522 N CAYUGA AVE,LOS ANGELES,CA,91331.0,7,Selene Finance LP,Grace Wesson,877-338-3791,M&M Mortgage co,Frances Guerra,13380  SW 131st ST  miami FL 33186,303-232-4300,"10522 N CAYUGA AVE
LOS ANGELES, CA 91331
(34.261395, -118.424702)",34.261395,-118.424702
2247013001,09/24/2018,Single Family,13854 W ALBERS ST,VAN NUYS,CA,91401.0,4,"The Evergreen Advantage, LLC",Steve Adler,818-426-3900,Evergreen Mgmt Co,Dan Zuckerman,1424   4th ST 220A santa monica CA 90401,818-426-9400,"13854 W ALBERS ST
VAN NUYS, CA 91401
(34.170329, -118.435409)",34.170329,-118.435409
2707007008,01/02/2018,Single Family,10711 N SUNNY BRAE AVE,LOS ANGELES,CA,91311.0,12,Bank of America,VPR Department,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,"10711 N SUNNY BRAE AVE
LOS ANGELES, CA 91311
(34.264942, -118.580475)",34.264942,-118.580475
